"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:40:29:82","筑波大学",,,,,,
="0:40:31:26","相手チーム","GK",,,,,
="0:40:51:05",,,"加藤匠人",,"ブロック",,
="0:40:59:25","ポゼッションスタート",,,,,,
="0:40:59:25","相手チーム",,,,,,
="0:41:00:96",,,"山川哲史",,"ブロック",,
="0:41:06:09","ポゼッションエンド",,,,,,
="0:41:06:09","相手チーム",,,,,,
="0:41:10:07","相手チーム",,,,,"ファール",
="0:41:40:16",,"FK","山原怜音",,,,
="0:41:49:50","ポゼッションスタート",,,,,,
="0:41:49:50","筑波大学",,,,,,
="0:41:58:48","ポゼッションエンド",,,,,,
="0:41:58:48","筑波大学",,,,,,
="0:42:00:62","ポゼッションスタート",,,,,,
="0:42:00:62","相手チーム",,,,,,
="0:42:01:78",,,"阿部航斗",,"クリア",,
="0:42:06:72","ポゼッションエンド",,,,,,
="0:42:06:72","相手チーム",,,,,,
="0:42:09:26","相手チーム","スローイン",,,,,
="0:42:13:19","ポゼッションスタート",,,,,,
="0:42:13:19","相手チーム",,,,,,
="0:43:00:18",,,"阿部航斗",,,,"セービング"
="0:43:07:02","ポゼッションエンド",,,,,,
="0:43:07:02","相手チーム",,,,,,
="0:43:19:39","相手チーム","CK",,,,,
="0:43:35:98",,,"犬飼翔洋",,"ブロック",,
="0:43:45:42",,,"池谷祐輔",,"クリア",,
="0:43:49:59","相手チーム","スローイン",,,,,
="0:43:58:30",,,"加藤匠人",,"ブロック",,
="0:44:07:14","相手チーム","スローイン",,,,,
="0:44:12:58","相手チーム",,,,,"ファール",
="0:44:26:83",,"FK","阿部航斗",,,,
="0:44:46:51","相手チーム","スローイン",,,,,
="0:44:52:52",,,"渡邊陽",,"ブロック",,
="0:45:00:13",,,"犬飼翔洋","ドリブル",,,
="0:45:08:77","ポゼッションスタート",,,,,,
="0:45:08:77","相手チーム",,,,,,
="0:45:12:27",,,"井川空",,"インターセプト",,
="0:45:17:31","ポゼッションエンド",,,,,,
="0:45:17:31","相手チーム",,,,,,
="0:45:17:68",,,"井川空","ドリブル",,,
="0:45:20:05","ポゼッションスタート",,,,,,
="0:45:20:05","筑波大学",,,,,,
="0:45:35:70","ポゼッションエンド",,,,,,
="0:45:35:70","筑波大学",,,,,,
="0:45:36:40","ポゼッションスタート",,,,,,
="0:45:36:40","相手チーム",,,,,,
="0:45:43:17",,,"高嶺朋樹",,"ブロック",,
="0:45:47:81","ポゼッションエンド",,,,,,
="0:45:47:81","相手チーム",,,,,,
="0:45:55:58","相手チーム","CK",,,,,
="0:46:08:06",,,"山原怜音",,"ブロック",,
="0:46:17:84","ポゼッションスタート",,,,,,
="0:46:17:84","相手チーム",,,,,,
